site,review,month,day,year,rate,sentiment,
agoda,I was really hoping for a very relaxing stay in Tagaytay City and Taal Vista really delivered. The staff are very friendly  the facilities are well-maintained  and all my requests were granted (in terms of room specifications and accommodations). Me and my girlfriend were treated like royalty  as well as everyone else (guests). I guess this raises the bar for hotels in the Philippines - probably one of the nicest  warmest places to have a fun  romantic weekend stay at. The hotel also had a great view of the Taal Volcano - probably the nearest and most breathtaking view of the volcano. Very couple-friendly and the service are consistently superb. Staff are all-smiles and are very warm to speak to. They even would engage you in genuine conversations which I found very homey and reflects the Filipino hospitality. I'd say this is one of the top three best countryside hotels in the Philippines. I hope they keep up the good work as I will definitely be coming back soon. Just positive things to say about this hotel. Two thumbs up!,Aug,11,2013,97,pos,
agoda,I initially booked a Mountain Wing Room but thereafter upgraded to Lakeview Room upon arrival. The Lakeview Room that we stayed have a clear and unobstructed view of Taal Lake and Taal Volcano. The staff were friendly also and the location is good. My only little complaint is that the Parking Lot might be packed during weekends. But overall I and my family were happy with the stay.,Aug,11,2013,83,pos,
agoda,it was very relaxing and such a great saving. we will definitely be coming back.,Aug,09,2013,97,pos,
agoda,It was great in everything but dinner menu was a bit poor,Aug,07,2013,93,neg,
agoda,good comfortable bed and pillow nice view of taal lake and volcano.,Aug,03,2013,83,pos,
agoda,Only thing I want them to improve on is customer service. Drank at the bar and there was an attendant that didn't know what she was doing. It took them 5-10 minutes for a bartender to take our orders. Other than that the stay was pleasant.,Aug,01,2013,70,neg,
agoda,Amazing place and the scenery is really good if you're a nature lover,Aug,01,2013,60,pos,
agoda,it was okay  had just expected so much. its a better place few year back than today.,Aug,01,2013,67,neg,
agoda,One of the best vacation we had. My family enjoyed the taal lake view w our premier room balcony and hot coffee  really love the place. will come back again for sure. food is good. Hotel is very clean  good smell of greenery and large and comfortable bed. Widw parking space and good restaurants. Try to order Bulalo for lunch or dinner  the best!,Jul,31,2013,93,pos,
agoda,The hotel was good! My son likes it so much. The only problem we encountered is that inside the room there are plenty tiny ants all over the mini bar and the tables. I don't know where it came from.Over all  I would rate it good! Oh the dinner buffet is not worth for the price! I think the breakfast is more worth it to try.,Jul,31,2013,77,pos,
agoda,Clean Room Nice pool (Wish it was open pasted 6pm) Good entertainment Great staff Wonderful views Really not much more to say.,Jul,26,2013,97,pos,
agoda,Thoroughly enjoyed my stay I would recommend the hotel to anyone,Jul,26,2013,97,pos,
agoda,Our stay was good and comfortable. The room price was not value for money as we only partial view of the Lake. The cheap wooden parquet flooring makes the rooms look cheap. We personally think the rates are over priced.,Jul,24,2013,70,neg,
agoda,Nice view  comfortable rooms. The bathroom need an upgrade like the toilet it does not have bidet.,Jul,24,2013,93,pos,
agoda,The location is nice but they lack in service. There is no concierge in the new wing so we have to make the trip all the way to the other bldg to make arrangements or simply validating the parking ticket everytime we go out. Even our bags  the security guard was the one who helped bring our bags to our rooms simply because ther bellboys are in the other bldg. For the room  bed was uncomfortable  comforters were worn out  pillows were not as soft as expected-i hardly had a good nights sleep. For the bathroom  there was no water bidet considering the toilet is separate from the shower. And theres no bathtub as well. The only good thing about it is the location and the cold weather  the rest was a bit disappointing.,Jul,24,2013,67,neg,
agoda,Will surely come back. Really love the place. My family enjoyed the Scnery view of the Taal lake and my grandchild enjoyed watching the clouds passing our room veranda. Premier room is much better because of the lake and garden view. Great to watch it with hot coffee. Very satisfied!,Jul,24,2013,97,pos,
agoda,I really liked our stay in Taal Vista. The room was comfortable and clean  there was enough parking  and the view was great! My biggest concern was that the staff sometimes were not so attentive. Parking also had to be validated by going to the other building of the hotel which was tedious.,Jul,24,2013,67,neg,
agoda,The room was in the basement with no elevator. The msttress was hard  towels were old and worn out. The bathroom was old and dirty. The description of the rooms in the internet was misleading. We chose Superior room but it was their standard room. The basement where our room was located was not handicap accessible with no elevator. The room was facing the grass area that was not mowed or cleared.,Jul,24,2013,40,neg,
agoda,It was awesome. I would also recommend this to my family and friends,Jul,23,2013,87,pos,
agoda,Great stay....very quite and relaxing atmosphere. I would recommend the hotel install doors to the entrance to the bathroom area in the deluxe lake view rooms for additional privacy.,Jul,14,2013,80,pos,
agoda,This was our first time to stay in Taal Vista and I've always heard good reviews for this hotel from my friends and so I thought that it was finally the time to try them out... and we didn't regret it. :) Word of the wise though: even if you book a room in the Lake Wing building  there's still a chance that you won't be given a room that has the view of Taal. We had to pay P2 000 more to get a room that has the view of Taal Lake/Volcano. Which we didn't mind.Now  the view over our room was really great! And given the atmosphere and ambiance of Tagayatay  Taal Vista really picked a sweet spot. Breakfast buffet was just okay; but the experience of having a morning meal in a cool environment  with a mystical feel around you (well  hello fog!) was very nice. Service was superb too and room service was quick. And unfortunately  we didn't get to try the swimming pool but it was just average. Not too big  and a life guard is always nearby. This is really close to the newly-opened Sky Park  so if you're up for some fun in a high ferris wheel  then go for it! We didn't do it though. Anyhow  our stay was great overall. A bit pricey though.,Jul,13,2013,83,pos,
agoda,Was a great experience. Volcano look amassing my Aussie partner first time to see a real volcano  he was impress plus casino next door.,Jul,11,2013,93,pos,
agoda,The room was comfortable although the design was a bit old-fashioned. The bathroom was very spacious and clean.,Jul,10,2013,80,neg,
agoda,Actually we've here for third time  and it is still an awesome stay we had.,Jul,10,2013,77,pos,
agoda,Very nice  with good service and the food was excellent,Jul,09,2013,80,pos,
agoda,It was comfortable  clean but provided little or no entertainment. The construction of the skyranch park is right beside so it was abit noisy. Was upset with the staff when they claimed we do not have complimentary breakfasts yet were given coupons for breakfast. the transport back to Manila airport was way too expensive at $3 400 pesos but we had no choice. We were even charged for a phone call to our next hotel when we asked if the staff could check for us.,Jul,07,2013,63,neg,
