site,review,date,sentiment
booking,The view of the lake frim the hotelwas great,2017-04-27,pos
booking,Hotel could have informed us  that there was a ongoing food convention at our (lakeview) wing. The music started at 6am in the morning and the loud bass literally 'shaked' me out of bed. We would have safed ourselves the overpriced 'upgrade' to the room w/ lakeview (which we thought  we already had booked through booking.com). Which brings me to the next point: room description should include: view to courtyard/view to lake.  One last thing: the lakeview wing is right next to the sky ranch amusement park. It is loud and you can hear people screaming from the rollercoaster. If you are looking for something more quite  ask for the mountain view wing. (No view of the beautiful lake thou) Would still recommend the hotel for families w/ kids and honeymooners. Not so much for travelers on a budget/group of friends wo like adventure (as the is nothing really to do except the volcano hike.),2017-04-27,neg
booking,The view was amazing. The staff very friendly. And the included breakfast offered choices for every taste button.,2017-04-27,pos
booking,no daily news paper  no city maps available,2017-04-27,neg
booking,The price of the breakfast menu...too pricey The kids club should have more activities for the kids,2017-04-30,neg
booking,The spacious room and the breakfast buffet,2017-04-30,pos
booking,The doors were difficult to open even after electronic lock is open Towels were old  stiff,2017-05-02,neg
booking,Location is great and property is well maintained. Taza restaurant offers fresh and delicious choices.,2017-05-02,pos
booking,Pool should have a better view.,2017-05-02,neg
booking,Food was excellent!,2017-05-02,pos
booking,We didn't like the view from our window at the Lake Wing  the name itself is a misrepresentation.   All we saw from our window was the Skyranch's vast storage area/dumping ground  a messy lake of monoblock chairs.,2017-05-02,neg
booking,The breakfast buffet was lovely  and the spa was amazing!,2017-05-02,pos
booking,Aside from the view of Taal  we have always liked the breakfast buffet at Cafe Veranda including its new ambiance.  We also noticed that a bidet had been installed in the bathroom and the bathroom itself has more privacy now than during our last stay in 2015.,2017-05-02,pos
booking,The Staff. They are very warm and accommodating.,2017-05-02,pos
booking,Long walk to our room from the hotel lobby.,2017-05-02,neg
booking,Good Accessibility to Skyranch  presence of a play area for kids  buffet breakfast was very good  staff are very warmth and accommodating.,2017-05-02,pos
booking,Elevators were too small,2017-05-03,neg
booking,Buffet is only standard  no cold beers.,2017-05-03,neg
booking,Facilities and service,2017-05-04,pos
booking,Location  view of Taal  confortable rooms with enough space.,2017-05-04,pos
booking,We booked for a king bed plus a single extra bed for our family stay and were asked to pay for breakfast for our child who just turned 8.  However  it is mentioned in our reservation that breakfast is free.,2017-05-05,neg
booking,I LIKE THE AMBIANCE OF THE HOTEL,2017-05-05,pos
booking,good service  nice room and delicious food.. love to have my vacation again in this hotel,2017-05-05,pos
booking,The mini bar was locked.,2017-05-05,neg
booking,Well  in the middle of the night the aircon is not working. I woke up and call them  wait them until they finish working after more than an hour. At breakfast this girl in the reception buffet area is so choosy to the guest. When we get there she asked us what room number and  she turned her back to us to assist another guest  then after that she assist me again by telling me that we could sit OUTSIDE the buffet area because the sits are all reserved. I said to her that other dining area is not allowed because i ask the other employee about that and then i said that no one is sitting in that couch (inside the buffet dining area)  She just said that if i could share my table to someone else  and said fine. While  eating i noticed that this receptionist is likes to entertain mostly with foreigners. If  foreigners the sits are available. What a shame.  Well  the food is not worthy also.. and no one dare to share my table because there are a lot of empty tables...,2017-05-06,neg
booking,Buffet,2017-05-06,pos
booking,Nothing much to do.  Spa room not very inviting. It needs improvement. Looked very dark and not used a lot by guests.,2017-05-07,neg
booking,Pastries and the backyard,2017-05-07,pos
booking,Wifi  ambiance and front desk receptionist it's easy to check in and check out.,2017-05-07,pos
booking,I feel the place needs renovation.,2017-05-07,neg
booking,NONE,2017-05-08,neg
booking,The kids love the place because it has kid's club and a pool..,2017-05-08,pos
booking,Breakfast is so expensive it's not worth paying too much  no other choices . I got 4 rooms and.requested a lake view  upon checked in but kept saying no room available,2017-05-08,neg
booking,Breakfast,2017-05-08,pos
booking,The room is so plain just like an ordinary room so old no tub no veranda not worth the price of 9500 per night really. The frontdesk officers not pleasant the breakfast disaster they dont have available table gor all the guests because they entertained walkin costumers,2017-05-08,neg
booking,the service  staff  food and our room was so clean and good. we will come definitely come back.,2017-05-08,pos
booking,buffet breakfast and receptionists,2017-05-08,neg
booking,Noise  people talking in the hallway.,2017-05-08,neg
booking,I like the friendly staff; ready to assist us when we need them.,2017-05-08,pos
booking,The location and view.,2017-05-08,pos
booking,Plug adapters shld b readily available for tourists,2017-05-09,neg
booking,Food was excellent. Staff very helpful & efficient,2017-05-09,pos
booking,It's not the hotel the transportation system of the city,2017-05-09,neg
booking,Foods were excellent,2017-05-09,pos
booking,cleanliness,2017-05-09,pos
booking,Backyard room view (I thought Lake Wing meant lake view for a deluxe suite). Sound proofing of the rooms from noisy neighbors can benefit from improvement.,2017-05-09,neg
booking,Long walk to stairs to get u to elevator then floor. Inconvienent!!,2017-05-10,neg
booking,Great breakfast food selection  good acoustic entertainment at the lobby,2017-05-10,pos
booking,You need to check your rooms in Mountain wing  we are disappointed considering you are rated 5Star Hotel??? Check Rm 123,2017-05-11,neg
booking,Lobby,2017-05-11,pos
booking,The view!! Friendliness of staff! And they truly cared u were there.,2017-05-11,pos
booking,the aircon in our room is not as cold as we wanted it,2017-05-11,neg
booking,The food served in dinner was costly compared to what we ate outside at balay dako,2017-05-12,neg
booking,The complimentary breakfast is delicious and has variety of choices from english to flipino delicacies,2017-05-12,pos
booking,Not up to 5 star standard u claim to be. Furniture was old and broken. Bathroom was dull  old with a terribly bad smelling shower curtain.,2017-05-12,neg
booking,The staffs were all friendly  a beatiful environment to relax.,2017-05-12,pos
booking,I like the lake wing view,2017-05-12,neg
booking,Please improve your staff services very lousy. you need to have a staff development program.  The room that I booked through online is not the room I expected when I get there. I requested primier queen but they give me two beds. I am dis appointed,2017-05-13,pos
booking,The sunny side up eggs were not done to perfection.,2017-05-14,neg
booking,Good view of the Taal Volcano.  Proximity to entertainment and restaurants.,2017-05-14,pos
booking,Ham and bacon test so bad very pork menu here is strange test.,2017-05-14,neg
booking,The view from very nice. Bed is very good.,2017-05-14,pos
booking,The hotel is kind of expensive. Cleanliness can be improved more.  Only 1 treadmill was working at the gym. No TV to watch while on the treadmill.,2017-05-14,neg
