Review,Rating Date,Rating,Sentiment,Site  
any better that value for our money,7-Feb-17,46,neg,booking
One of the best view Great breakfast,7-Feb-17,46,pos,booking
In travelling to and from Tagaytay  the traffic can be VERY slow  almost at a standstill on weekends. This applies to Taal Vista Hotel and everything else in Tagaytay  situated as it is on the rim of an ancient volcano.,7-Feb-17,58,neg,booking
Panoramic c view of Taal volcano,7-Feb-17,58,pos,booking
No bidet on toilets. No toys at all in kids club No heated pool Dirty window glass,7-Feb-17,50,neg,booking
There is molds and chocroches. Poor service,6-Feb-17,10,neg,booking
The lobby and facade looked so beautiful  since I believe they went through a renovation a couple of years ago. However  when we got to our room  it smelled of moth balls and really looked dated. The bathroom was so disappointing. The shower head won't even turn because it's already rusty. The AC kept us up all night because it kept on making noises.,6-Feb-17,,neg,booking
Internet was slow,6-Feb-17,,pos,booking
Impersonal staff  no atmosphere  higher prices.  We have room for two and travel with 6 years old child who should be for free. By the breakfast we were asked to pay for the child (usually eats one muffin and juice) 450 ps - aprox. $10,6-Feb-17,,neg,booking
To be honest  the food  staff  and location were the only saving grace.,6-Feb-17,,pos,booking
There's nothing special,5-Feb-17,,neg,booking
Nice place. Beautifull view on lake. Luxury hotel with good equipment,5-Feb-17,,pos,booking
Recrption,4-Feb-17,,neg,booking
Bacon is good,4-Feb-17,,pos,booking
Veranda staff,30-Jan-17,81,pos,booking
Staff only good point,29-Jan-17,10,neg,booking
The location...,29-Jan-17,10,pos,booking
breakfast menu has few variety. we don't like it that much esp the kids.,27-Jan-17,58,neg,booking
The beds very uncomfortable the rooms in bad need of maintenance power points not working or dangerous.doors wont lock. Safe not operating. Aircon leaking. No offer of compensation.left one day early. Absolutely disgusted. Will not recommended to friends.,27-Jan-17,58,pos,booking
The room (in the mountain wing) was torn down and downright unclean  we were very disappointed.,24-Jan-17,63,neg,booking
the ambiance of the hotel and the view overlooking the taal volcano.,24-Jan-17,63,pos,booking
Price  quality of room & breakfast,23-Jan-17,50,neg,booking
The location is stunning  breakfast is ok.,23-Jan-17,50,pos,booking
Location  view,21-Jan-17,10,pos,booking
The room we stayed add did not have a lake view that we were expecting.  You can see the lake but our room was in front of the nearby park and was really noisy. Also the air conditioning unit was leaking so you can hear the water dripping all night.  Also they changed the restaurant to buffet style and service and food is below standard.  I liked the food better before.,19-Jan-17,,neg,booking
Everything.....,19-Jan-17,,pos,booking
The toilet floor is quite slippery so be careful,19-Jan-17,,neg,booking
the manager on duty was veryful but our first day is already spoiled .,19-Jan-17,,pos,booking
BATH ROOM IS NOT  5 -STAR; MOLDS AROUNF BATH TUB. OUR ROOM IS SUPPOOSE TO BE MOUNTAIN VIEW  HOWEVER  I DON'T SEE ANY MOUNTAIN.,18-Jan-17,,neg,booking
Location,18-Jan-17,,pos,booking
Poor wifi connection. Towels musky - rooms lights not bright.,17-Jan-17,,neg,booking
I like all the foods specially the donuts and salads etc,17-Jan-17,,pos,booking
the hotel is overated... our christmas eve was spoiled due to transferring of rooms as i complaint on the low quality of rooms. when you book through booking.com they will give the room in the old buidling which look like a hospital area. Never again on this hotel. Nobody answers the phone in the front desk...,15-Jan-17,81,neg,booking
Best hotel i ever tried.  And convenient,15-Jan-17,81,pos,booking
Lipstick marks on glasses that I haven't used yet. Slow response of staff,8-Jan-17,46,neg,booking
Location,8-Jan-17,46,pos,booking
Cable tv is not functioning but we dont care ,5-Jan-17,10,neg,booking
Room door mechanism didnt work and everytime had to walk back to reception for them to send an engineer and waited a long time for them to come. Had once to walk back to reception and explain it all over again for them to arrive later. Not happy with the service. Restaurant service poor and slow and one need to ask for help and service.,3-Jan-17,58,neg,booking
The windows in my children's rooms  (2x) were very dirty. Our room overlooked a dirty storage area.  The food service at the lobby was so slow and unorganized.  Very disappointed.,2-Jan-17,58,neg,booking
Slow service from reception to restaurants. We arrived an hour past check in time but rooms were still not ready. We left our luggage at the concierge but it was left unattended. Nothing was lost but it was still left unsecure.,29-Dec-16,,neg,booking
Rooms were clean,29-Dec-16,,pos,booking
Long queues at reception  room was not ready at check-in  old rooms with thin walls/doors  huge queues at breakfast,26-Dec-16,,neg,booking
Good location  scenic view  helpful front desk manager Aki  kid's room,26-Dec-16,,pos,booking
The weather ( out of your control ) !,19-Dec-16,,neg,booking
The Hotel facilities and accommodation was as good as anywhere else in the world . All the staff were extremely friendly and helpful   especially Paul from security .,19-Dec-16,,pos,booking
Room was old. Taza factory outlet understaffed so the service was so slow.,19-Dec-16,,neg,booking
Staff were so friendly and courteous.,19-Dec-16,,pos,booking
Nothing,18-Dec-16,81,neg,booking
Croissants are crunchy delicious! Beds are comfortable and clean!,18-Dec-16,81,pos,booking
Love all  really.,17-Dec-16,58,neg,booking
The view (make sure you get a lake view room)  the space  the staff  the meals.,17-Dec-16,58,pos,booking
Late check in. Room was not ready by 2pm. We checked in at 3pm.  Too bad because i made the booking in advance. (October),14-Dec-16,63,neg,booking
My husband and I loved every bit of our stay. Thank you for having us Taal Vista. ,14-Dec-16,63,pos,booking
Superior room way over priced  not clean   well maintained   could hardly see through the dirty windows,12-Dec-16,10,neg,booking
Location,12-Dec-16,10,pos,booking
The room they initially gave me was not worth what I paid. It was facing an inner courtyard where the view was other rooms. This is a mountain/lakeside property and they charge almost $200 for a room which faces other rooms.  The staff moved me to another room which had a better view but was dirty  the bathroom didn't have a door  the pillows were flat. The room was a disappointment. If only the event I was attending weren't in this property  I would have booked elsewhere.,11-Dec-16,63,neg,booking
The staff were very professional  courteous and accommodating,11-Dec-16,63,pos,booking
The description in booking.com said the room had a view of the mountain but when we saw the room  the view was facing a wall. Slippers were paper thin.There was no transportation going to the room. Entrance and exit guards didn't seem to know the difference between checked-in hotel guests and walk-in visitors: they looked confused.,4-Dec-16,,neg,booking
The staff at the desk were very efficient specially Cherry. They made sure that we got an early check in due to the fact that we were seniors. Check out was a breeze.,4-Dec-16,,pos,booking
Room quality: Even the lake wing  the rooms are quite dark & shabby  which might have not been renovated over 10 years. The price is too high for such quality.  Breakfast: lot of choice  but too many guests  and hardly any service. No coffee or tea after being seated for 30 minutes. Flies. There are 8 of us  but the staff refused to provide a large table and not allowing to combine 2 tables  until we escalated to the manager. Coffee is like water...,4-Dec-16,,neg,booking
i love the free breakfast and the accommodation.,4-Dec-16,,pos,booking
The room where we stayed was a bit far from where they serve breakfast,29-Nov-16,,neg,booking
The buffet breakfast was okay.,29-Nov-16,,pos,booking
Unfortunately our room.was located in a pocket garden...no view. We requested to.be transfer  however  all rooms overlooking  taal lake was occupied.,25-Nov-16,,neg,booking
Location is good.,25-Nov-16,,pos,booking
Nothing,21-Nov-16,81,neg,booking
The place was very nice very good service and the staffs were so helpful and kind,21-Nov-16,81,pos,booking
The waitresses of the Taza restaurant are not friendly. grumpyface,13-Nov-16,10,neg,booking
The staff are courteous  friendly and accommodating...big and nice room  the bathroom.is big. The food was good  healthy and plenty,13-Nov-16,10,pos,booking
long distance walking,9-Nov-16,10,neg,booking
Everything,9-Nov-16,10,pos,booking
Location and comfort.,9-Nov-16,58,pos,booking
The view of Taal..,8-Nov-16,63,pos,booking
the overlooking view in taal volcano,6-Nov-16,10,pos,booking
CHECK IN TIME TOOK 30 MINS CABLE TV SIGNAL WAS INTERMITTENT WIFI WAS VERY SLOW TOILET HAD NO BIDET BUFFET WAS SO SO. ONLY THE EGG STATION SERVED HOT FOODS.,1-Nov-16,,neg,booking
